message	label
&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...	ham
Dear, will call Tmorrow.pls accomodate.	ham
UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available	spam
England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+	spam
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468	spam
So the sun is anti sleep medicine.	ham
Happy new years melody!	ham
We'll you pay over like  &lt;#&gt; yrs so its not too difficult	ham
Thts wat Wright Brother did to fly..	ham
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota	ham
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"	spam
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info	spam
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow	spam
Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)	spam
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18	spam
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.	ham
He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes	ham
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.	ham
Send me yetty's number pls.	ham
4 oclock at mine. Just to bash out a flat plan.	ham
Lol they don't know about my awesome phone. I could click delete right now if I want.	ham
If I was I wasn't paying attention	ham
We have to pick rayan macleran there.	ham
Are you coming to day for class.	ham
Lol yeah at this point I guess not	ham
I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?	ham
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...	ham
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05	spam
Haf u eaten? Wat time u wan me 2 come?	ham
Huh y lei...	ham
Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala	ham
"My planning usually stops at ""find hella weed, smoke hella weed"""	ham
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?	ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906	spam
I'll let you know when it kicks in	ham
Are you still getting the goods.	ham
aathi..where are you dear..	ham
Yup no more already... Thanx 4 printing n handing it up.	ham
Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?	ham
Not much, just some textin'. How bout you?	ham
Hi dear we saw dear. We both are happy. Where you my battery is low	ham
Of course. I guess god's just got me on hold right now.	ham
The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.	ham
If u sending her home first it's ok lor. I'm not ready yet.	ham
My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..	ham
Yep. I do like the pink furniture tho.	ham
I love to cuddle! I want to hold you in my strong arms right now...	ham
Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.	ham
OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!	ham
Hows that watch resizing	ham
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04	spam
Shall i send that exe to your mail id.	ham
Yupz... I've oredi booked slots 4 my weekends liao... 	ham
Stupid.its not possible	ham
Sleeping nt feeling well	ham
Just sent again. Do you scream and moan in bed, princess?	ham
I've reached home finally...	ham
Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...	ham
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.	ham
I'm in town now so i'll jus take mrt down later.	ham
Still work going on:)it is very small house.	ham
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................	ham
PRIVATE! Your 2003 Account Statement for 078	spam
alright, I'll make sure the car is back tonight	ham
Ok then u tell me wat time u coming later lor.	ham
I'm in solihull, | do you want anything?	ham
Still chance there. If you search hard you will get it..let have a try :)	ham
Do u noe wat time e place dat sells 4d closes?	ham
Then she dun believe wat?	ham
How come she can get it? Should b quite diff to guess rite...	ham
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597	spam
Is there any training tomorrow?	ham
Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.	ham
What's up. Do you want me to come online?	ham
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.	ham
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW	spam
COME BACK TO TAMPA FFFFUUUUUUU	ham
If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy	spam
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx	ham
Thanks for picking up the trash.	ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days	spam
Also maaaan are you missing out	ham
Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo	ham
Are you wet right now?	ham
Then she buying today? Ü no need to c meh...	ham
Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'	spam
Its a site to simulate the test. It just gives you very tough questions to test your readiness.	ham
No calls..messages..missed calls	ham
Right on brah, see you later	ham
Host-based IDPS for linux systems.	ham
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only	spam
After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...	ham
Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.	ham
I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.	ham
Pls dont forget to study	ham
What he said is not the matter. My mind saying some other matter is there.	ham
We'll join the  &lt;#&gt;  bus	ham
I wonder if your phone battery went dead ? I had to tell you, I love you babe	ham
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG	ham
Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..	ham
So what do you guys do.	ham
Yo dude guess who just got arrested the other day	ham
Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!	ham
Aight ill get on fb in a couple minutes	ham
Lemme know when you're here	ham
Prabha..i'm soryda..realy..frm heart i'm sory	ham
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk	spam
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow	ham
Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062	spam
Sac needs to carry on:)	ham
Now only i reached home. . . I am very tired now. . I will come tomorro	ham
K and you're sure I don't have to have consent forms to do it :V	ham
No chikku nt yet.. Ya i'm free	ham
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th	ham
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"	ham
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.	ham
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270	spam
Sorry . I will be able to get to you. See you in the morning.	ham
Oh ho. Is this the first time u use these type of words	ham
Then u drive lor.	ham
I am not having her number sir	ham
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.	spam
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX	spam
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL	ham
IM GONNA MISS U SO MUCH	ham
Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text	spam
You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs	ham
Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p	spam
Happy birthday... May all ur dreams come true...	ham
Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).	ham
What's ur pin?	ham
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed	ham
Yes princess! I want to catch you with my big strong hands...	ham
O shore are you takin the bus	ham
WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins	spam
Call me da, i am waiting for your call.	ham
Wat time liao, where still got.	ham
Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. 	ham
Ugh fuck it I'm resubbing to eve	ham
Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning	ham
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)	ham
Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*	ham
i am seeking a lady in the street and a freak in the sheets. Is that you?	ham
Your bill at 3 is £33.65 so thats not bad!	ham
That day you asked about anand number. Why:-)	ham
What is this 'hex' place you talk of? Explain!	ham
Don know. I did't msg him recently.	ham
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon	ham
That sucks. I'll go over so u can do my hair. You'll do it free right?	ham
Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.	ham
Stupid.its not possible	ham
Sir Goodmorning, Once free call me.	ham
Ya tel, wats ur problem..	ham
She's fine. Good to hear from you. How are you my dear? Happy new year oh.	ham
I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.	ham
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon	ham
You said not now. No problem. When you can. Let me know.	ham
Guy, no flash me now. If you go call me, call me. How madam. Take care oh.	ham
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!	ham
Great! I have to run now so ttyl!	ham
This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate	spam
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.	ham
 said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! 	ham
Well, i'm gonna finish my bath now. Have a good...fine night.	ham
Mm not entirely sure i understood that text but hey. Ho. Which weekend?	ham
Rats. Hey did u ever vote for the next themes?	ham
Ha... U jus ate honey ar? So sweet...	ham
Lol or I could just starve and lose a pound by the end of the day.	ham
Ok how you dear. Did you call chechi	ham
Actually getting ready to leave the house.	ham
Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.	ham
Have you laid your airtel line to rest?	ham
"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """	ham
Indeed and by the way it was either or - not both !	ham
Mmmm.... I cant wait to lick it!	ham
S:)s.nervous  &lt;#&gt; :)	ham
K, I might come by tonight then if my class lets out early	ham
Oic... I saw him too but i tot he din c me... I found a group liao...	ham
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...	ham
I place all ur points on e cultures module already.	ham
Yo, you at jp and hungry like a mofo?	ham
U coming 2 pick me?	ham
Where r e meeting tmr?	ham
Gudnite....tc...practice going on	ham
Cool, I'll text you when I'm on the way	ham
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info	spam
So that takes away some money worries	ham
Is there any movie theatre i can go to and watch unlimited movies and just pay once?	ham
Better than bb. If he wont use it, his wife will or them doctor	ham
Black shirt n blue jeans... I thk i c ü...	ham
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!	ham
Moji i love you more than words. Have a rich day	ham
Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits	ham
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..	ham
Dai  &lt;#&gt;  naal eruku.	ham
Did u find out what time the bus is at coz i need to sort some stuff out.	ham
Cant think of anyone with * spare room off * top of my head	ham
Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........	ham
All day working day:)except saturday and sunday..	ham
I accidentally deleted the message. Resend please.	ham
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.	ham
If we win its really no 1 side for long time.	ham
Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622	spam
K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)	ham
Yep get with the program. You're slacking.	ham
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!	spam
Nah can't help you there, I've never had an iphone	ham
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .	ham
Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+	spam
I'm going for bath will msg you next  &lt;#&gt;  min..	ham
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...	ham
Lol! Oops sorry! Have fun. 	ham
I will lick up every drop :) are you ready to use your mouth as well?	ham
Total disappointment, when I texted you was the craziest shit got :(	ham
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on	spam
I'm done. C ü there.	ham
Dai what this da.. Can i send my resume to this id.	ham
Then what about further plan?	ham
Check wid corect speling i.e. Sarcasm	ham
You should change your fb to jaykwon thuglyfe falconerf	ham
No problem. We will be spending a lot of quality time together...	ham
I am waiting machan. Call me once you free.	ham
I wish u were here. I feel so alone	ham
I am not at all happy with what you saying or doing	ham
Hmm ill have to think about it... ok you're forgiven! =D	ham
Pathaya enketa maraikara pa'	ham
Understand. his loss is my gain :) so do you work? School?	ham
I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.	ham
Already one guy loving you:-.	ham
The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.	ham
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18	spam
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*	ham
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only	spam
Long after I quit. I get on only like 5 minutes a day as it is.	ham
No worries, hope photo shoot went well. have a spiffing fun at workage. 	ham
Have your lunch and come quickly and open the door:)	ham
XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 	spam
Good morning. At the repair shop--the ONLY reason i'm up at this hour.	ham
What r u cooking me for dinner?	ham
I'll probably be around mu a lot	ham
HAPPY NEW YEAR MY NO.1 MAN	ham
"""SYMPTOMS"" when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"	ham
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow	spam
Sir, i am waiting for your call.	ham
Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!	ham
S now only i took tablets . Reaction morning only.	ham
And stop being an old man. You get to build snowman snow angels and snowball fights.	ham
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"	ham
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!	ham
Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50	spam
Are you willing to go for aptitude class.	ham
ARR birthday today:) i wish him to get more oscar.	ham
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm	ham
Sorry, I'll call later In meeting.	ham
Did you stitch his trouser	ham
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...	ham
So how's the weather over there?	ham
Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.	ham
ok. I am a gentleman and will treat you with dignity and respect.	ham
Hey check it da. I have listed da.	ham
X course it 2yrs. Just so her messages on messenger lik you r sending me	ham
Hasn't that been the pattern recently crap weekends?	ham
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.	ham
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!	ham
You are right. Meanwhile how's project twins comin up	ham
Customer place i will call you.	ham
And is there a way you can send shade's stuff to her. And she has been wonderful too.	ham
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..	ham
Dear how is chechi. Did you talk to her	ham
Aight, I'm chillin in a friend's room so text me when you're on the way	ham
What time should I tell my friend to be around?	ham
U call me alter at 11 ok.	ham
Aight do you still want to get money	ham
"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"	ham
I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?	ham
YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins	spam
TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468	spam
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day	ham
You will be in the place of that man	ham
I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.	ham
WHO ARE YOU SEEING?	ham
I love u 2 my little pocy bell I am sorry but I love u	ham
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.	ham
K..give back my thanks.	ham
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see	ham
Ü dun need to pick ur gf?	ham
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx	ham
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123	spam
I not busy juz dun wan 2 go so early.. Hee.. 	ham
Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...	ham
This pay is  &lt;DECIMAL&gt;  lakhs:)	ham
Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.	ham
Its ok, if anybody asks abt me, u tel them..:-P	ham
Morning only i can ok.	ham
Thanks honey. Have a great day.	ham
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!	spam
All sounds good. Fingers . Makes it difficult to type	ham
O i played smash bros  &lt;#&gt;  religiously.	ham
Doing nothing, then u not having dinner w us?	ham
Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.	ham
As in different styles?	ham
U still havent got urself a jacket ah?	ham
U still going to the mall?	ham
Today am going to college so am not able to atten the class.	ham
ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18	spam
You made my day. Do have a great day too.	ham
Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.	spam
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint	ham
Are you going to write ccna exam this week??	ham
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.	ham
Aiyo please ü got time meh.	ham
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free	ham
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/	ham
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)	ham
Yay! You better not have told that to 5 other girls either.	ham
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..	ham
Haf u found him? I feel so stupid da v cam was working.	ham
URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm	spam
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate	ham
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx	ham
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p	spam
Change again... It's e one next to escalator...	ham
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs	spam
Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit	ham
Usf I guess, might as well take 1 car	ham
Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...	ham
It is a good thing I'm now getting the connection to bw	ham
Mm have some kanji dont eat anything heavy ok	ham
Discussed with your mother ah?	ham
Oops. 4 got that bit.	ham
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)	ham
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com	ham
Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8	spam
Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?	ham
Wif my family booking tour package.	ham
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.	ham
Dude u knw also telugu..thts gud..k, gud nyt..	ham
Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.	ham
Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!	ham
Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?	ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.	ham
Haven't left yet so probably gonna be here til dinner	ham
May i call You later Pls	ham
Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062	spam
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar	ham
Does daddy have a bb now.	ham
I went to project centre	ham
Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...	ham
Sorry, I'll call later	ham
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx	spam
645	ham
Ya that one is slow as poo	ham
Have you seen who's back at Holby?!	ham
Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.	ham
Hi elaine, is today's meeting confirmed?	ham
Text her. If she doesnt reply let me know so i can have her log in	ham
Hmmm.but you should give it on one day..	ham
What is the plural of the noun research?	ham
Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply	spam
Yup but not studying surfing lor. I'm in e lazy mode today.	ham
Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho	ham
I'm still looking for a car to buy. And have not gone 4the driving test yet.	ham
How much did ur hdd casing cost.	ham
Ok can...	ham
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.	ham
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng	ham
Dude how do you like the buff wind.	ham
Ok no prob. Take ur time.	ham
Omg how did u know what I ate?	ham
Not planned yet :)going to join company on jan 5 only.don know what will happen after that.	ham
Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...	ham
Mm i had my food da from out	ham
True dear..i sat to pray evening and felt so.so i sms'd you in some time...	ham
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.	ham
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  	ham
They finally came to fix the ceiling.	ham
Bugis oso near wat... 	ham
Every monday..nxt week vl be completing..	ham
Anything lor if they all go then i go lor...	ham
Daddy will take good care of you :)	ham
Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.	ham
Dear we got  &lt;#&gt;  dollars hi hi	ham
K I'll be there before 4.	ham
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.	spam
Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.	ham
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 	spam
Sounds great! Im going to sleep now. Have a good night!	ham
Tension ah?what machi?any problem?	ham
Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with	ham
I need... Coz i never go before 	ham
I dun believe u. I thk u told him.	ham
