message	label
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award	spam
Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng	ham
Moji i love you more than words. Have a rich day	ham
Awesome, I'll see you in a bit	ham
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16	spam
Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits	ham
08714712388 between 10am-7pm Cost 10p	spam
Id have to check but there's only like 1 bowls worth left	ham
Not directly behind... Abt 4 rows behind ü...	ham
Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea	ham
Ü still got lessons?  Ü in sch?	ham
not that I know of, most people up here are still out of town	ham
Badrith is only for chennai:)i will surely pick for us:)no competition for him.	ham
Another month. I need chocolate weed and alcohol.	ham
Shant disturb u anymore... Jia you...	ham
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.	ham
Enjoy urself tmr...	ham
Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. 	ham
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?	ham
No problem. We will be spending a lot of quality time together...	ham
Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..	ham
*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?	ham
Mum ask ü to buy food home...	ham
Actually getting ready to leave the house.	ham
Thanx...	ham
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm	spam
Dont pick up d call when something important is There to tell. Hrishi	ham
I will reach before ten morning	ham
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u	ham
So can collect ur laptop?	ham
Gokila is talking with you aha:)	ham
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat	ham
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only	spam
Dont gimme that lip caveboy	ham
Cool. I am  &lt;#&gt;  inches long. hope you like them big!	ham
Ok. I.ll do you right later.	ham
Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted	ham
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm	spam
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)	ham
Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182	spam
I remain unconvinced that this isn't an elaborate test of my willpower	ham
I didn't get the second half of that message	ham
Aight do you still want to get money	ham
Great! I shoot big loads so get ready!	ham
Thinkin about someone is all good. No drugs for that	ham
Hmmm:)how many players selected?	ham
You're right I have now that I think about it	ham
Yup bathe liao...	ham
Detroit. The home of snow. Enjoy it.	ham
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""	ham
But if she.s drinkin i'm ok.	ham
Do you want bold 2 or bb torch	ham
Ü got wat to buy tell us then ü no need to come in again.	ham
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub	spam
Also hi wesley how've you been	ham
Can u look 4 me in da lib i got stuff havent finish yet.	ham
What class of  &lt;#&gt;  reunion?	ham
You still around? Looking to pick up later	ham
How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch	ham
Guessin you ain't gonna be here before 9?	ham
Y de asking like this.	ham
Shall i start from hear.	ham
Sac needs to carry on:)	ham
Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603	spam
I'm fine. Hope you are good. Do take care.	ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.	ham
Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!	ham
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 	ham
Then ü come n pick me at 530 ar?	ham
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him	ham
We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us	ham
Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?	ham
LOL .. *grins* .. I'm not babe, but thanks for thinking of me!	ham
Can you please send me my aunty's number	ham
Yeah it's jus rite...	ham
accordingly. I repeat, just text the word ok on your mobile phone and send	spam
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe	ham
Webpage s not available!	ham
Cab is available.they pick up and drop at door steps.	ham
Oops my phone died and I didn't even know. Yeah I like it better.	ham
Oh oh... Den muz change plan liao... Go back have to yan jiu again...	ham
I'll talk to the others and probably just come early tomorrow then	ham
Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!	ham
Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply	spam
You will be in the place of that man	ham
ok....take care.umma to you too...	ham
That's one of the issues but california is okay. No snow so its manageable	ham
You should change your fb to jaykwon thuglyfe falconerf	ham
Hmm ok, i'll stay for like an hour cos my eye is really sore!	ham
You said to me before i went back to bed that you can't sleep for anything.	ham
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(	ham
Did u see what I posted on your Facebook?	ham
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D	ham
I'm thinking that chennai forgot to come for auction..	ham
Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you	ham
Aight what time you want me to come up?	ham
Where u been hiding stranger?	ham
LMAO where's your fish memory when I need it?	ham
Ok...	ham
Mode men or have you left.	ham
Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)	ham
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....	ham
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p	spam
Nothing just getting msgs by dis name wit different no's..	ham
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.	ham
Yep, by the pretty sculpture	ham
Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with	ham
Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!	ham
Its a part of checking IQ	ham
Sorry man, my stash ran dry last night and I can't pick up more until sunday	ham
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm	spam
I love ya too but try and budget your money better babe. Gary would freak on me if he knew	ham
Good night my dear.. Sleepwell&amp;Take care	ham
K.i did't see you.:)k:)where are you now?	ham
What's happening with you. Have you gotten a job and have you begun registration for permanent residency	ham
"""The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!"", Gud night...."	ham
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.	ham
Yes.. now only saw your message..	ham
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...	ham
You have 1 new message. Please call 08712400200.	spam
Yar lor actually we quite fast... Cos da ge slow wat... Haha...	ham
What Today-sunday..sunday is holiday..so no work..	ham
Just got to  &lt;#&gt;	ham
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.	ham
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.	ham
I dont knw pa, i just drink milk..	ham
So now my dad is gonna call after he gets out of work and ask all these crazy questions.	ham
I‘ve got some salt, you can rub it in my open wounds if you like!	ham
Aight, sounds good. When do you want me to come down?	ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com	spam
And how you will do that, princess? :)	ham
Probably not, still going over some stuff here	ham
Try neva mate!!	ham
Great! So what attracts you to the brothas?	ham
Did u got that persons story	ham
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)	ham
Doing project w frens lor. 	ham
Hey i'm bored... So i'm thinking of u... So wat r u doing?	ham
As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr	spam
Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour	ham
5 nights...We nt staying at port step liao...Too ex	ham
Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!	ham
Now project pa. After that only i can come.	ham
Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p 	spam
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP	spam
Do you think i can move  &lt;#&gt;  in a week	ham
Are you staying in town ?	ham
Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?	ham
Then she buying today? Ü no need to c meh...	ham
I'll text carlos and let you know, hang on	ham
U ned to convince him tht its not possible witot hurting his feeling its the main	ham
Thats cool. i liked your photos. You are very sexy!	ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL	spam
Aight, see you in a bit	ham
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune	ham
Is there any movie theatre i can go to and watch unlimited movies and just pay once?	ham
fyi I'm at usf now, swing by the room whenever	ham
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm	ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone	spam
Oh all have to come ah?	ham
Hi my email address has changed now it is 	ham
Hey what are you doing. Y no reply pa..	ham
I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz	ham
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month	ham
Yeah right! I'll bring my tape measure fri!	ham
"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams"	ham
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)	ham
* Will have two more cartons off u and is very pleased with shelves	ham
K:)eng rocking in ashes:)	ham
I can't right this second, gotta hit people up first	ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com	spam
For fear of fainting with the of all that housework you just did? Quick have a cuppa	ham
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.	ham
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here	ham
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.	spam
Its good, we'll find a way	ham
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx	spam
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.	ham
No..its ful of song lyrics..	ham
Then we gotta do it after that	ham
Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.	ham
Apart from the one i told you about yesterday?	ham
Yup n her fren lor. I'm meeting my fren at 730.	ham
I wonder if your phone battery went dead ? I had to tell you, I love you babe	ham
Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-	ham
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 	ham
Jus finished avatar nigro	ham
 said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! 	ham
Kallis wont bat in 2nd innings.	ham
Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...	ham
URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM	spam
A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;	ham
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola	ham
Yeah there's quite a bit left, I'll swing by tomorrow when I get up	ham
Home so we can always chat	ham
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again	spam
How long has it been since you screamed, princess?	ham
Babe !!!! I LOVE YOU !!!! *covers your face in kisses*	ham
S:)but he had some luck.2 catches put down:)	ham
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?	ham
Wait 2 min..stand at bus stop	ham
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.	ham
ARR birthday today:) i wish him to get more oscar.	ham
Dear umma she called me now :-)	ham
Not yet chikku..wat abt u?	ham
(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)	ham
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.	spam
No..but heard abt tat..	ham
You bad girl. I can still remember them	ham
aathi..where are you dear..	ham
I am in tirupur da, once you started from office call me.	ham
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.	spam
Cool, text me when you head out	ham
I will come with karnan car. Please wait till 6pm will directly goto doctor.	ham
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.	ham
Good morning princess! Happy New Year!	ham
Check audrey's status right now	ham
What is your record for one night? :)	ham
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117	spam
Sorry, I can't help you on this.	ham
Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...	ham
I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones	ham
Anytime lor...	ham
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...	ham
I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin	ham
"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"	ham
Spoons it is then okay?	ham
Just sent you an email – to an address with incomm in it, is that right?	ham
Must come later.. I normally bathe him in da afternoon mah..	ham
There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?	ham
Nope... Think i will go for it on monday... Sorry i replied so late	ham
Jokin only lar... :-) depends on which phone my father can get lor...	ham
Oh you got many responsibilities.	ham
We have to pick rayan macleran there.	ham
Thats cool. Where should i cum? On you or in you? :)	ham
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx	ham
U meet other fren dun wan meet me ah... Muz b a guy rite...	ham
You call him and tell now infront of them. Call him now.	ham
Hey so whats the plan this sat? 	ham
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie	ham
Where did u go? My phone is gonna die you have to stay in here	ham
Ryder unsold.now gibbs.	ham
Are you coming to day for class.	ham
Holy living christ what is taking you so long	ham
I hope you know I'm still mad at you.	ham
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...	ham
Pls help me tell Ashley that i cant find her number oh	ham
Yes :)it completely in out of form:)clark also utter waste.	ham
So how's the weather over there?	ham
Aah bless! How's your arm?	ham
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""	ham
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.	ham
Company is very good.environment is terrific and food is really nice:)	ham
Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!	spam
I.ll give her once i have it. Plus she said grinule greet you whenever we speak	ham
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week	ham
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .	ham
Anything lar then ü not going home 4 dinner?	ham
Did u find out what time the bus is at coz i need to sort some stuff out.	ham
Its ok..come to my home it vl nice to meet and v can chat..	ham
It means u could not keep ur words.	ham
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"	ham
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one	ham
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv	spam
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!	ham
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx	ham
Alright, I'll head out in a few minutes, text me where to meet you	ham
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk	spam
Now only i reached home. . . I am very tired now. . I will come tomorro	ham
I just got home babe, are you still awake ?	ham
Where to get those?	ham
HMM yeah if your not too grooved out! And im looking forward to my pound special :)	ham
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?	ham
Why did I wake up on my own &gt;:(	ham
Greetings me, ! Consider yourself excused.	ham
WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk	spam
Finally the match heading towards draw as your prediction.	ham
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore	ham
Theyre doing it to lots of places. Only hospitals and medical places are safe.	ham
Thanks for ve lovely wisheds. You rock	ham
Rofl. Its true to its name	ham
Beauty sleep can help ur pimples too.	ham
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate	ham
K. I will sent it again	ham
Sorry da thangam.it's my mistake.	ham
Yavnt tried yet and never played original either	ham
New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.	spam
URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm	spam
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56	spam
Its too late:)but its k.wish you the same.	ham
You are not bothering me but you have to trust my answers. Pls.	ham
Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.	spam
Many more happy returns of the day. I wish you happy birthday.	ham
Ok.	ham
Gud mrng dear have a nice day	ham
What does the dance river do?	ham
I will come tomorrow di	ham
Good night. Am going to sleep.	ham
Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was	ham
Yar... I tot u knew dis would happen long ago already.	ham
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm	spam
Ok try to do week end course in coimbatore.	ham
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"	ham
I want to see your pretty pussy...	ham
I am going to sao mu today. Will be done only at 12 	ham
Yes princess! I want to catch you with my big strong hands...	ham
What's up bruv, hope you had a great break. Do have a rewarding semester.	ham
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv	spam
I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm	ham
Have you got Xmas radio times. If not i will get it now	ham
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..	ham
I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too	ham
Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.	ham
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."	ham
HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call	spam
Yup...	ham
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?	ham
Are you there in room.	ham
2/2 146tf150p	spam
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...	ham
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.	ham
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"	ham
Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e	ham
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810	spam
I'm going 2 orchard now laready me reaching soon. U reaching?	ham
Ya:)going for restaurant..	ham
Going for dinner.msg you after.	ham
I anything lor...	ham
I'm home.	ham
Some of them told accenture is not confirm. Is it true.	ham
Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again	ham
Sorry completely forgot * will pop em round this week if your still here?	ham
Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?	spam
I like dis sweater fr mango but no more my size already so irritating.	ham
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..	ham
Jesus christ bitch I'm trying to give you drugs answer your fucking phone	ham
How come guoyang go n tell her? Then u told her?	ham
Sir send to group mail check it.	ham
By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.	ham
Jason says it's cool if we pick some up from his place in like an hour	ham
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.	ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04	spam
When are you going to ride your bike?	ham
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)	ham
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8	ham
Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..	ham
We have pizza if u want	ham
Ok i'm coming home now.	ham
Remind me how to get there and I shall do so	ham
Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.	ham
cool. We will have fun practicing making babies!	ham
Ok. No wahala. Just remember that a friend in need ...	ham
Ok.ok ok..then..whats ur todays plan	ham
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..	ham
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.	ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04	spam
Tmr timin still da same wat cos i got lesson until 6...	ham
Boo what time u get out? U were supposed to take me shopping today. :(	ham
Ma head dey swell oh. Thanks for making my day	ham
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care	ham
44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.	spam
Yes just finished watching days of our lives. I love it.	ham
U wake up already? Thanx 4 e tau sar piah it's quite nice.	ham
Nan sonathaya soladha. Why boss?	ham
Sorry, I'll call later	ham
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)	ham
Sir, I need Velusamy sir's date of birth and company bank facilities details.	ham
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!	spam
ARE YOU IN TOWN? THIS IS V. IMPORTANT	ham
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?	ham
I thank you so much for all you do with selflessness. I love you plenty.	ham
Ya had just now.onion roast.	ham
Am in gobi arts college	ham
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.	ham
Hello madam how are you ?	ham
How come?	ham
I'll let you know when it kicks in	ham
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.	spam
no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?	ham
Playin space poker, u?	ham
Well then you have a great weekend!	ham
What r u cooking me for dinner?	ham
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.	ham
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..	ham
Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.	ham
Not planned yet :)going to join company on jan 5 only.don know what will happen after that.	ham
Its sarcasm.. .nt scarcasim	ham
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net	spam
Then ur physics get a-?	ham
What happen to her tell the truth	ham
Love you aathi..love u lot..	ham
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.	ham
Is fujitsu s series lifebook good?	ham
I will treasure every moment we spend together...	ham
There the size of elephant tablets & u shove um up ur ass!!	ham
Should I tell my friend not to come round til like  &lt;#&gt; ish?	ham
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082	spam
Speaking of does he have any cash yet?	ham
Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?	spam
